ID,Semente,Germinação (%),Vigor (%),Pureza (%),Viabilidade (%),Umidade (%),Qualidade Geral (%)
1606,Soja,93,90,80,77,11,80.0
1607,Soja,60,83,99,87,14,70.50000000000001
1608,Soja,89,82,84,99,12,79.9
1609,Soja,92,95,91,99,15,85.4
1610,Soja,64,69,97,79,10,67.70000000000002
1611,Soja,85,71,86,79,14,74.70000000000002
1612,Soja,61,95,96,97,14,73.70000000000002
1613,Soja,91,74,91,68,10,77.2
1614,Soja,75,62,92,86,12,70.6
1615,Soja,66,90,72,64,15,66.7
1616,Soja,78,85,90,73,15,75.0
1617,Soja,68,62,71,70,14,62.2
1618,Soja,70,99,89,66,12,73.39999999999999
1619,Soja,83,80,87,71,13,75.0
1620,Soja,99,73,88,78,13,80.9
1621,Soja,80,88,85,72,11,74.89999999999999
1622,Soja,82,83,72,81,13,73.2
1623,Soja,64,78,71,62,15,63.10000000000001
1624,Soja,96,80,100,79,11,83.4
1625,Soja,92,80,94,71,12,79.9
1626,Soja,80,88,77,81,10,74.1
1627,Soja,75,87,73,85,10,71.5
1628,Soja,62,66,90,75,12,64.7
1629,Soja,85,77,86,68,11,74.49999999999999
1630,Soja,88,81,80,67,10,75.10000000000001
1631,Soja,88,62,81,92,15,74.5
1632,Soja,76,88,96,91,12,77.5
1633,Soja,72,60,82,82,11,66.5
1634,Soja,92,92,87,93,15,83.4
1635,Soja,62,85,70,88,11,65.69999999999999
1636,Soja,88,64,94,72,14,75.4
1637,Soja,82,100,86,64,12,77.60000000000001
1638,Soja,97,92,99,72,12,85.4
1639,Soja,66,70,97,70,11,67.9
1640,Soja,61,75,76,68,12,62.60000000000001
1641,Soja,74,65,99,60,13,69.7
1642,Soja,82,88,73,96,12,75.8
1643,Soja,89,98,74,90,15,80.5
1644,Soja,74,95,88,79,11,75.2
1645,Soja,68,77,94,67,12,69.30000000000001
1646,Soja,83,71,91,94,15,76.50000000000001
1647,Soja,84,89,98,77,15,80.2
1648,Soja,62,64,93,66,11,63.900000000000006
1649,Soja,80,94,89,81,12,77.89999999999999
1650,Soja,89,80,79,66,15,75.5
1651,Soja,70,76,80,76,12,68.0
1652,Soja,68,79,84,82,11,69.1
1653,Soja,61,97,79,100,11,70.7
1654,Soja,77,75,91,96,10,74.6
1655,Soja,90,73,74,81,14,74.9
1656,Soja,77,93,96,73,10,76.9
1657,Soja,80,88,80,96,13,76.49999999999999
1658,Soja,90,60,93,86,13,76.49999999999999
1659,Soja,91,91,78,67,10,77.89999999999999
1660,Soja,82,92,96,85,12,80.10000000000001
1661,Soja,89,79,100,98,14,82.60000000000001
1662,Soja,81,87,75,86,11,74.49999999999999
1663,Soja,62,88,84,100,14,70.60000000000001
1664,Soja,93,98,73,70,10,79.4
1665,Soja,99,72,97,65,14,81.30000000000001
1666,Soja,84,75,96,87,13,77.80000000000001
1667,Soja,62,69,91,83,10,66.1
1668,Soja,72,70,96,63,11,69.39999999999999
1669,Soja,74,88,91,63,11,72.8
1670,Soja,83,78,78,84,12,74.00000000000001
1671,Soja,78,72,86,84,10,72.2
1672,Soja,67,72,73,89,14,66.10000000000001
1673,Soja,96,78,84,60,15,78.30000000000001
1674,Soja,86,74,85,62,15,73.9
1675,Soja,70,64,76,82,11,65.3
1676,Soja,79,64,86,69,13,69.80000000000001
1677,Soja,71,92,86,72,15,72.7
1678,Soja,100,83,88,91,12,84.5
1679,Soja,74,95,80,69,10,72.5
1680,Soja,100,81,70,100,10,81.2
1681,Soja,78,85,89,71,13,74.39999999999999
1682,Soja,85,75,90,81,10,76.1
1683,Soja,80,62,72,95,14,69.7
1684,Soja,100,85,85,99,12,85.10000000000001
1685,Soja,68,71,94,68,13,68.3
1686,Soja,88,73,92,75,14,77.10000000000001
1687,Soja,71,68,92,87,14,70.50000000000001
1688,Soja,72,80,86,68,14,70.2
1689,Soja,92,61,78,70,14,73.00000000000001
1690,Soja,84,78,85,86,12,76.0
1691,Soja,93,78,75,80,13,77.10000000000001
1692,Soja,74,91,70,65,15,69.8
1693,Soja,72,66,75,62,12,64.4
1694,Soja,63,78,98,70,13,68.7
1695,Soja,78,81,85,83,15,74.2
1696,Soja,65,96,100,73,11,73.6
1697,Soja,77,84,99,72,14,76.00000000000001
1698,Soja,74,82,96,76,12,74.0
1699,Soja,64,84,90,82,12,69.80000000000001
1700,Soja,87,69,77,93,15,74.80000000000001
1701,Soja,100,89,72,73,10,80.5
1702,Soja,84,68,72,75,11,70.19999999999999
1703,Soja,67,70,91,94,10,69.4
1704,Soja,70,91,75,73,12,69.7
1705,Soja,93,99,72,89,15,81.80000000000001
1706,Soja,69,81,77,74,13,67.89999999999999
1707,Soja,66,68,80,98,14,67.2
1708,Soja,99,95,81,83,10,84.1
1709,Soja,96,87,97,82,15,84.90000000000002
1710,Soja,61,88,72,70,13,64.7
1711,Soja,93,64,78,94,15,76.5
1712,Soja,75,60,92,77,10,69.10000000000001
1713,Soja,93,87,89,97,13,83.4
1714,Soja,94,85,70,74,12,77.2
1715,Soja,76,95,99,62,14,76.80000000000001
1716,Soja,90,75,79,81,11,75.99999999999999
1717,Soja,96,90,73,95,13,81.8
1718,Soja,93,100,70,93,14,81.9
1719,Soja,83,100,85,62,12,77.60000000000001
1720,Soja,70,75,97,86,15,72.5
1721,Soja,69,96,100,99,11,77.80000000000001
1722,Soja,74,86,70,61,12,68.1
1723,Soja,63,82,76,63,15,64.60000000000001
1724,Soja,96,65,74,74,14,75.00000000000001
1725,Soja,88,97,99,72,13,82.9
1726,Soja,63,79,79,83,15,66.6
1727,Soja,77,93,92,68,12,75.80000000000001
1728,Soja,79,82,79,90,14,74.2
1729,Soja,98,100,96,92,12,88.80000000000001
1730,Soja,61,96,100,79,15,73.00000000000001
1731,Soja,96,89,94,96,13,85.89999999999999
1732,Soja,81,95,92,67,14,77.9
1733,Soja,71,95,83,63,15,71.8
1734,Soja,76,88,82,98,12,75.4
1735,Soja,61,85,70,91,14,65.9
1736,Soja,80,67,78,68,13,69.1
1737,Soja,90,74,97,62,11,77.5
1738,Soja,63,94,92,90,15,72.9
1739,Soja,67,72,99,78,13,70.1
1740,Soja,66,83,96,89,10,72.10000000000001
1741,Soja,74,83,72,91,14,71.10000000000001
1742,Soja,64,98,72,67,13,67.6
1743,Soja,75,60,71,67,10,63.900000000000006
1744,Soja,94,79,78,98,15,80.3
1745,Soja,61,95,83,74,15,68.9
1746,Soja,96,72,89,75,15,79.60000000000001
1747,Soja,89,71,91,88,15,78.3
1748,Soja,100,96,97,84,12,88.20000000000002
1749,Soja,95,71,96,84,14,81.20000000000002
1750,Soja,68,72,77,80,10,66.0
1751,Soja,74,99,80,87,12,75.30000000000001
1752,Soja,74,65,82,95,14,69.9
1753,Soja,88,91,86,67,11,78.4
1754,Soja,75,80,72,83,12,69.9
1755,Soja,95,66,78,67,15,75.00000000000001
1756,Soja,62,69,99,70,13,66.7
1757,Soja,62,81,85,84,14,67.80000000000001
1758,Soja,94,86,78,81,12,79.7
1759,Soja,80,72,81,98,11,73.49999999999999
1760,Soja,71,66,75,85,14,66.5
1761,Soja,60,70,86,67,10,62.900000000000006
1762,Soja,85,70,81,63,15,72.0
1763,Soja,71,71,80,99,10,69.5
1764,Soja,86,78,100,60,13,77.3
1765,Soja,72,83,94,89,13,74.4
1766,Soja,65,85,70,73,13,65.6
1767,Soja,73,63,83,64,10,65.80000000000001
1768,Soja,73,100,79,84,11,74.5
1769,Soja,85,62,80,78,15,71.7
1770,Soja,98,71,89,64,11,78.7
1771,Soja,71,76,85,78,11,69.5
1772,Soja,61,96,74,88,13,68.5
1773,Soja,90,88,79,82,10,78.60000000000001
1774,Soja,70,68,93,76,15,69.3
1775,Soja,70,99,86,63,11,72.39999999999999
1776,Soja,65,100,91,85,11,73.8
1777,Soja,86,75,78,78,12,74.0
1778,Soja,61,100,98,63,15,71.8
1779,Soja,83,66,80,73,12,70.9
1780,Soja,62,88,93,81,12,70.30000000000001
1781,Soja,63,72,88,72,13,65.7
1782,Soja,100,71,90,97,10,82.9
1783,Soja,75,76,79,96,15,72.1
1784,Soja,89,60,100,97,12,78.5
1785,Soja,76,61,78,96,10,68.80000000000001
1786,Soja,99,97,81,63,12,82.7
1787,Soja,95,86,88,82,12,82.20000000000002
1788,Soja,88,92,97,83,14,82.70000000000002
1789,Soja,85,90,84,78,10,77.6
1790,Soja,71,98,97,87,15,77.60000000000001
1791,Soja,80,88,75,82,11,73.89999999999999
1792,Soja,60,97,95,88,10,72.2
1793,Soja,61,96,83,72,15,68.9
1794,Soja,73,86,85,71,15,72.0
1795,Soja,98,63,95,95,12,81.50000000000001
1796,Soja,80,74,94,90,10,75.6
1797,Soja,61,100,87,76,15,70.9
1798,Soja,63,80,99,94,14,71.80000000000001
1799,Soja,95,96,88,67,13,82.80000000000001
1800,Soja,63,90,76,88,15,68.7
1801,Soja,78,91,94,75,13,77.0
1802,Soja,93,82,80,100,13,80.9
1803,Soja,88,93,90,94,11,82.30000000000001
1804,Soja,84,89,85,89,14,78.70000000000002
1805,Soja,92,81,72,91,15,78.0
1806,Soja,60,78,75,81,12,63.900000000000006
1807,Soja,65,77,76,84,13,66.3
1808,Soja,83,82,96,67,14,76.90000000000002
1809,Soja,86,81,90,75,15,77.6
1810,Soja,83,66,79,87,15,72.4
1811,Soja,84,91,85,98,13,79.89999999999999
1812,Soja,64,92,85,68,11,68.89999999999999
1813,Soja,69,98,100,88,10,77.0
1814,Soja,89,82,98,95,14,82.5
1815,Soja,92,87,75,81,10,78.3
1816,Soja,93,60,76,80,13,73.7
1817,Soja,76,98,76,99,13,76.4
1818,Soja,75,71,74,96,15,70.1
1819,Soja,100,83,74,62,13,78.9
1820,Soja,71,82,96,87,15,74.2
1821,Soja,68,92,82,68,12,70.00000000000001
1822,Soja,84,83,100,84,15,80.10000000000001
1823,Soja,64,63,81,99,15,65.80000000000001
1824,Soja,90,84,84,87,15,79.8
1825,Soja,68,88,88,78,13,71.5
1826,Soja,78,88,91,69,13,75.2
1827,Soja,83,90,94,83,10,79.3
1828,Soja,72,60,90,87,13,68.8
1829,Soja,60,74,79,96,12,65.39999999999999
1830,Soja,95,94,94,96,14,86.6
1831,Soja,81,98,92,76,13,79.3
1832,Soja,60,94,76,64,14,65.80000000000001
1833,Soja,75,73,87,70,13,70.3
1834,Soja,94,60,77,82,10,74.2
1835,Soja,76,92,93,91,15,78.0
1836,Soja,77,70,75,60,14,67.2
1837,Soja,79,77,100,90,11,77.1
1838,Soja,74,64,95,73,13,70.0
1839,Soja,88,66,86,100,15,77.10000000000001
1840,Soja,79,81,72,82,10,71.39999999999999
1841,Soja,64,70,91,84,14,67.60000000000001
1842,Soja,82,100,74,91,15,78.2
1843,Soja,67,74,99,90,14,71.80000000000001
1844,Soja,65,65,85,80,10,65.0
1845,Soja,80,91,87,68,10,75.4
1846,Soja,72,83,79,92,13,71.7
1847,Soja,93,79,84,73,15,78.6
1848,Soja,84,78,76,67,11,72.2
1849,Soja,82,79,70,76,10,71.2
1850,Soja,90,87,91,86,12,81.4
1851,Soja,65,61,76,78,12,62.400000000000006
1852,Soja,71,84,71,79,14,68.70000000000002
1853,Soja,74,91,72,98,10,73.0
1854,Soja,66,94,100,95,13,76.0
1855,Soja,69,98,94,95,13,76.8
1856,Soja,92,61,90,67,15,75.2
1857,Soja,85,71,95,84,10,76.60000000000001
1858,Soja,70,97,98,74,10,75.4
1859,Soja,75,91,99,100,11,79.1
1860,Soja,90,62,87,62,13,73.3
1861,Soja,84,74,84,82,11,74.5
1862,Soja,70,97,72,94,11,72.3
1863,Soja,90,78,82,74,11,76.5
1864,Soja,64,75,97,65,12,67.7
1865,Soja,63,96,90,62,13,69.9
1866,Soja,88,64,86,82,11,74.5
1867,Soja,93,62,75,77,14,73.7
1868,Soja,90,97,75,91,15,81.0
1869,Soja,67,100,95,84,12,75.4
1870,Soja,67,73,84,79,10,67.10000000000001
1871,Soja,83,83,87,93,10,77.5
1872,Soja,64,96,90,89,11,72.8
1873,Soja,74,91,87,90,14,75.60000000000001
1874,Soja,99,61,82,89,10,78.10000000000001
1875,Soja,95,78,96,95,11,83.4
1876,Soja,73,91,74,81,15,71.8
1877,Soja,98,67,85,77,11,78.39999999999999
1878,Soja,65,73,94,74,13,68.10000000000001
1879,Soja,99,62,78,88,12,77.6
1880,Soja,99,72,81,64,11,77.7
1881,Soja,82,71,89,78,11,73.7
1882,Soja,99,77,75,72,15,78.7
1883,Soja,70,64,92,94,12,69.80000000000001
1884,Soja,91,68,70,73,15,72.8
1885,Soja,98,90,95,85,14,86.10000000000001
1886,Soja,92,76,94,80,12,80.00000000000001
1887,Soja,71,90,92,64,13,72.50000000000001
1888,Soja,70,69,80,67,12,65.7
1889,Soja,71,65,80,79,15,66.80000000000001
1890,Soja,80,84,74,70,12,71.8
1891,Soja,99,69,73,86,13,77.89999999999999
1892,Soja,98,95,81,92,10,84.60000000000001
1893,Soja,96,90,90,96,15,85.5
1894,Soja,96,63,96,82,15,79.90000000000002
1895,Soja,80,81,92,83,10,75.9
1896,Soja,100,61,88,86,13,79.7
1897,Soja,73,78,86,91,13,72.39999999999999
1898,Soja,95,64,77,75,14,75.10000000000001
1899,Soja,72,75,96,94,10,73.4
1900,Soja,98,66,86,69,10,77.50000000000001
1901,Soja,88,70,95,63,12,75.7
1902,Soja,90,81,100,88,10,82.0
1903,Soja,68,73,90,90,15,70.30000000000001
1904,Soja,95,86,73,94,13,80.50000000000001
1905,Soja,67,70,71,65,14,62.9
1906,Soja,70,64,87,60,13,65.5
1907,Soja,66,79,97,66,10,69.2
1908,Soja,88,96,95,92,15,84.10000000000001
1909,Soja,76,64,94,99,14,73.30000000000001
1910,Soja,88,78,76,69,10,73.9
1911,Soja,87,64,85,68,15,72.9
1912,Soja,93,95,72,95,11,81.2
1913,Soja,80,76,92,98,13,76.7
1914,Soja,87,95,94,96,12,83.40000000000002
1915,Soja,92,80,96,80,11,81.1
1916,Soja,86,78,74,86,15,74.89999999999999
1917,Soja,62,94,91,82,12,71.2
1918,Soja,84,65,89,82,14,74.00000000000001
1919,Soja,80,70,81,70,15,70.7
1920,Soja,88,67,87,92,15,76.7
1921,Soja,98,93,79,81,10,82.7
1922,Soja,91,81,87,82,12,79.4
1923,Soja,76,67,84,73,11,69.0
1924,Soja,72,88,99,66,15,74.3
1925,Soja,81,67,83,69,11,70.39999999999999
1926,Soja,86,63,91,61,12,72.5
1927,Soja,87,85,78,74,12,76.00000000000001
1928,Soja,75,83,72,92,12,71.4
1929,Soja,63,88,93,73,12,69.9
1930,Soja,98,68,83,86,13,79.3
1931,Soja,93,100,97,71,11,84.8
1932,Soja,79,86,81,81,13,74.39999999999999
1933,Soja,75,68,73,69,15,66.60000000000001
1934,Soja,88,70,91,64,10,74.80000000000001
1935,Soja,93,74,80,63,15,75.8
1936,Soja,72,73,80,70,11,67.5
1937,Soja,78,61,75,85,10,67.9
1938,Soja,62,63,85,71,10,62.50000000000001
1939,Soja,68,71,92,62,12,67.20000000000002
1940,Soja,96,60,87,80,15,77.30000000000001
1941,Soja,64,73,86,82,12,66.80000000000001
1942,Soja,64,93,71,83,12,67.9
1943,Soja,94,92,95,62,12,82.4
1944,Soja,94,68,90,76,11,77.89999999999999
1945,Soja,76,74,99,76,13,73.89999999999999
1946,Soja,62,87,94,81,11,70.19999999999999
1947,Soja,77,92,95,86,10,77.8
1948,Soja,85,77,93,80,12,77.2
1949,Soja,86,77,89,90,11,77.69999999999999
1950,Soja,60,67,82,67,10,61.5
1951,Soja,98,69,71,80,12,76.4
1952,Soja,94,72,75,68,10,74.8
1953,Soja,65,98,80,62,12,69.0
1954,Soja,98,79,71,62,12,76.60000000000001
1955,Soja,67,98,79,68,13,70.3
1956,Soja,73,91,93,63,12,73.5
1957,Soja,67,71,99,97,12,71.7
1958,Soja,99,62,90,97,15,81.2
1959,Soja,78,97,81,94,12,77.40000000000002
1960,Soja,64,94,89,98,14,73.4
1961,Soja,89,83,75,97,12,78.10000000000001
1962,Soja,69,99,74,71,14,70.7
1963,Soja,63,84,97,79,10,70.30000000000001
1964,Soja,61,76,74,99,13,65.60000000000001
1965,Soja,82,78,90,67,12,74.30000000000001
1966,Soja,82,90,95,74,13,78.50000000000001
1967,Soja,88,95,71,70,12,76.60000000000001
1968,Soja,86,96,84,62,10,77.60000000000001
1969,Soja,83,98,87,64,11,77.7
1970,Soja,91,88,100,65,13,81.8
1971,Soja,80,86,97,81,13,78.0
1972,Soja,90,88,92,87,12,81.9
1973,Soja,92,70,81,90,13,77.3
1974,Soja,66,90,80,64,13,68.10000000000001
1975,Soja,98,98,90,83,10,86.10000000000001
1976,Soja,92,91,94,70,12,82.0
1977,Soja,85,88,94,96,13,81.3
1978,Soja,82,83,93,71,10,76.1
1979,Soja,82,92,80,81,13,76.6
1980,Soja,91,63,74,62,12,71.2
1981,Soja,68,79,80,64,11,66.5
1982,Soja,71,64,90,60,15,66.7
1983,Soja,93,90,81,69,12,79.50000000000001
1984,Soja,96,63,86,74,10,76.60000000000001
1985,Soja,74,66,79,71,11,66.8
1986,Soja,78,98,96,86,15,80.1
1987,Soja,77,79,70,81,10,69.7
1988,Soja,76,86,99,90,10,77.4
1989,Soja,90,67,79,64,10,72.60000000000001
1990,Soja,60,63,71,74,10,59.2
1991,Soja,78,98,84,100,14,79.00000000000001
1992,Soja,85,87,83,94,10,78.4
1993,Soja,77,79,98,73,11,74.6
1994,Soja,90,90,81,92,11,80.5
1995,Soja,98,94,79,62,11,81.1
1996,Soja,68,61,84,75,15,65.2
1997,Soja,84,68,88,91,13,75.2
1998,Soja,78,71,89,93,15,74.0
1999,Soja,86,71,93,73,11,75.6
2000,Soja,61,70,80,75,14,63.300000000000004
2001,Soja,98,65,71,74,10,74.80000000000001
2002,Soja,63,70,100,87,10,68.9
2003,Soja,62,78,97,62,11,67.10000000000001
2004,Soja,74,83,87,65,12,71.30000000000001
2005,Soja,90,90,91,80,14,81.60000000000001
2006,Soja,65,100,91,61,11,71.39999999999999
2007,Soja,89,71,81,67,15,74.2
2008,Soja,69,97,79,85,15,72.8
2009,Soja,75,79,70,62,15,67.5
2010,Soja,63,91,95,85,14,72.30000000000001
2011,Soja,98,62,70,83,12,75.1
2012,Soja,91,77,78,97,10,78.10000000000001
2013,Soja,68,61,85,77,14,65.50000000000001
2014,Soja,65,100,96,99,14,76.50000000000001
2015,Soja,61,91,80,97,10,69.3
2016,Soja,62,64,76,78,10,61.60000000000001
2017,Soja,66,60,94,93,11,67.6
2018,Soja,78,82,95,100,11,77.7
2019,Soja,60,69,78,70,15,61.9
2020,Soja,91,95,80,65,13,79.2
2021,Soja,87,83,94,97,10,80.9
2022,Soja,69,77,96,87,11,72.0
2023,Soja,83,84,72,84,13,74.10000000000001
2024,Soja,78,64,90,93,12,72.5
2025,Soja,79,96,78,65,10,73.9
2026,Soja,99,99,84,72,12,84.60000000000001
2027,Soja,74,96,85,72,11,74.10000000000001
2028,Soja,87,89,75,66,14,75.60000000000001
2029,Soja,79,89,93,61,11,75.19999999999999
2030,Soja,81,90,75,73,12,73.9
2031,Soja,92,96,77,73,14,80.10000000000001
2032,Soja,90,93,73,86,10,78.8
2033,Soja,87,69,86,71,11,74.0
2034,Soja,72,74,93,75,14,71.10000000000001
2035,Soja,95,96,92,74,15,84.50000000000001
2036,Soja,63,71,94,98,14,69.4
2037,Soja,64,83,98,80,10,70.80000000000001
2038,Soja,85,94,80,88,15,79.1
2039,Soja,94,75,71,66,12,74.6
2040,Soja,79,95,80,90,12,76.8
2041,Soja,76,64,71,88,12,67.4
2042,Soja,91,67,79,76,13,74.49999999999999
2043,Soja,83,91,75,98,10,77.2
2044,Soja,85,69,79,98,10,74.39999999999999
2045,Soja,69,98,85,75,13,73.0
2046,Soja,68,89,92,75,11,72.0
2047,Soja,85,86,89,70,12,77.2
2048,Soja,90,94,88,63,11,79.8
2049,Soja,64,99,81,90,14,72.00000000000001
2050,Soja,71,97,77,100,12,74.4
2051,Soja,68,73,97,99,13,72.4
2052,Soja,90,73,79,67,11,74.2
2053,Soja,79,91,98,68,11,77.3
2054,Soja,98,80,98,64,12,82.40000000000002
2055,Soja,99,71,84,69,12,78.70000000000002
2056,Soja,97,96,82,96,12,85.2
2057,Soja,76,81,79,92,14,73.00000000000001
2058,Soja,80,84,71,94,10,73.4
2059,Soja,99,78,72,65,13,77.4
2060,Soja,89,97,98,64,14,82.4
2061,Soja,84,63,74,67,11,68.8
2062,Soja,67,93,77,62,10,68.0
2063,Soja,93,79,90,95,15,82.0
2064,Soja,64,76,74,70,15,64.10000000000001
2065,Soja,67,65,81,76,12,64.8
2066,Soja,76,93,94,63,14,75.5
2067,Soja,91,98,73,61,12,77.89999999999999
2068,Soja,85,61,78,74,14,70.60000000000001
2069,Soja,87,65,92,71,12,74.5
2070,Soja,69,62,73,100,11,65.69999999999999
2071,Soja,81,86,93,84,13,77.89999999999999
2072,Soja,77,60,95,85,14,71.7
2073,Soja,69,67,78,94,11,67.1
2074,Soja,70,95,83,74,10,72.0
2075,Soja,97,66,99,73,15,80.60000000000001
2076,Soja,78,95,96,87,13,79.4
2077,Soja,84,79,89,83,12,76.7
2078,Soja,94,66,85,72,12,76.20000000000002
2079,Soja,84,95,90,79,10,79.5
2080,Soja,76,92,86,95,14,76.9
2081,Soja,87,93,90,63,14,79.10000000000001
2082,Soja,68,95,92,60,11,71.7
2083,Soja,93,77,97,100,14,83.4
2084,Soja,97,93,77,87,10,82.50000000000001
2085,Soja,64,64,88,90,11,66.1
2086,Soja,77,77,84,87,14,73.10000000000001
2087,Soja,95,96,81,99,15,84.80000000000001
2088,Soja,97,60,91,98,15,80.3
2089,Soja,89,75,99,100,14,81.80000000000001
2090,Soja,95,79,88,89,11,81.4
2091,Soja,81,85,96,85,10,78.1
2092,Soja,87,67,98,73,11,76.2
2093,Soja,63,80,96,69,12,68.50000000000001
2094,Soja,91,99,71,62,15,78.10000000000001
2095,Soja,68,68,100,100,12,72.00000000000001
2096,Soja,72,61,93,99,15,71.0
2097,Soja,98,95,83,66,11,82.5
2098,Soja,65,95,89,92,14,73.4
2099,Soja,91,84,76,85,13,78.2
2100,Soja,64,73,98,66,15,67.9
2101,Soja,92,82,70,84,15,77.10000000000001
2102,Soja,84,97,81,65,15,77.2
2103,Soja,77,73,90,64,13,71.10000000000001
2104,Soja,96,64,85,95,13,79.0
2105,Soja,69,70,91,78,10,68.6
2106,Soja,73,72,100,77,11,72.39999999999999
2107,Soja,68,78,78,74,15,67.30000000000001
2108,Soja,97,94,97,65,13,84.80000000000001
2109,Soja,98,98,77,77,13,83.2
2110,Soja,76,89,96,62,14,75.00000000000001
2111,Soja,67,74,78,95,13,68.0
2112,Soja,80,87,89,89,12,77.30000000000001
2113,Soja,71,76,78,83,12,68.7
2114,Soja,74,67,84,81,14,69.3
2115,Soja,83,74,83,97,14,75.7
2116,Soja,73,82,87,91,14,73.50000000000001
2117,Soja,64,67,71,72,14,61.800000000000004
2118,Soja,61,99,98,91,15,74.4
2119,Soja,83,97,88,81,14,79.70000000000002
2120,Soja,70,99,82,88,11,74.1
2121,Soja,100,60,90,95,10,80.5
2122,Soja,73,86,74,79,12,70.30000000000001
2123,Soja,92,79,88,65,10,77.70000000000002
2124,Soja,95,83,73,95,10,79.7
2125,Soja,66,72,85,78,14,67.00000000000001
2126,Soja,91,70,99,98,12,81.2
2127,Soja,77,99,80,83,11,75.99999999999999
2128,Soja,62,65,70,74,14,60.599999999999994
2129,Soja,97,61,85,72,15,76.7
2130,Soja,94,88,72,93,15,80.4
2131,Soja,69,90,70,88,12,69.60000000000001
2132,Soja,77,81,94,95,13,76.6
2133,Soja,76,60,90,75,14,69.30000000000001
2134,Soja,76,91,91,66,15,74.89999999999999
2135,Soja,74,79,75,92,13,70.9
2136,Soja,95,84,98,95,15,85.4
2137,Soja,64,94,89,67,11,70.0
2138,Soja,68,96,79,69,11,70.2
2139,Soja,98,84,93,87,14,84.7
2140,Soja,76,80,89,63,10,71.5
2141,Soja,63,88,89,64,14,68.40000000000002
2142,Soja,70,88,100,67,12,73.5
2143,Soja,97,61,73,62,14,73.20000000000002
2144,Soja,79,86,93,82,10,76.60000000000001
2145,Soja,85,96,71,88,13,77.5
2146,Soja,73,98,89,84,12,76.20000000000002
2147,Soja,96,91,80,75,12,81.30000000000001
2148,Soja,62,66,80,64,12,61.6
2149,Soja,62,75,74,93,14,65.3
2150,Soja,91,68,86,88,12,77.2
2151,Soja,77,62,98,70,15,71.30000000000001
2152,Soja,70,73,75,98,13,68.7
2153,Soja,92,60,80,84,15,74.70000000000002
2154,Soja,75,98,89,79,12,76.50000000000001
2155,Soja,98,80,93,65,12,81.50000000000001
2156,Soja,95,72,100,78,13,81.5
2157,Soja,95,85,73,81,14,79.1
2158,Soja,73,66,97,98,14,73.00000000000001
2159,Soja,87,79,79,69,14,74.70000000000002
2160,Soja,92,75,93,96,10,81.0
2161,Soja,67,78,84,69,12,67.30000000000001
2162,Soja,72,69,72,72,14,65.60000000000001
2163,Soja,91,85,93,62,11,79.3
2164,Soja,68,61,86,74,13,65.30000000000001
2165,Soja,60,90,83,87,10,68.3
2166,Soja,82,99,77,77,10,76.70000000000002
2167,Soja,79,89,74,76,11,72.89999999999999
2168,Soja,85,64,91,66,13,72.89999999999999
2169,Soja,86,73,98,65,11,76.19999999999999
2170,Soja,85,70,81,64,13,71.9
2171,Soja,61,78,88,90,11,67.69999999999999
2172,Soja,66,79,80,73,11,66.6
2173,Soja,87,73,80,65,10,72.9
2174,Soja,86,95,81,67,14,77.7
2175,Soja,77,100,85,75,11,76.39999999999999
2176,Soja,82,92,97,72,12,79.00000000000001
2177,Soja,66,65,90,92,12,67.80000000000001
2178,Soja,79,78,77,72,12,71.0
2179,Soja,71,75,70,93,13,68.0
2180,Soja,65,83,91,68,14,69.0
2181,Soja,62,97,80,81,15,69.8
2182,Soja,80,98,90,67,12,77.5
2183,Soja,67,87,96,63,11,70.8
2184,Soja,65,69,76,99,13,66.2
2185,Soja,68,64,70,72,15,62.7
2186,Soja,92,93,72,66,15,77.9
2187,Soja,72,100,70,79,13,72.0
2188,Soja,83,61,90,68,11,71.3
2189,Soja,63,75,98,79,10,68.7
2190,Soja,66,67,95,96,14,69.80000000000001
2191,Soja,88,63,78,76,14,72.4
2192,Soja,100,91,93,69,10,84.70000000000002
2193,Soja,72,74,96,90,14,73.20000000000002
2194,Soja,80,94,99,76,14,79.6
2195,Soja,67,71,79,90,15,67.3
2196,Soja,98,86,75,87,10,81.10000000000001
2197,Soja,88,93,71,66,10,75.6
2198,Soja,89,63,74,95,12,73.7
2199,Soja,77,75,94,63,11,71.99999999999999
2200,Soja,70,72,71,84,12,66.2
2201,Soja,84,79,74,86,15,74.3
2202,Soja,94,96,81,87,10,82.7
2203,Soja,66,62,99,84,13,68.30000000000001
2204,Soja,85,79,94,96,15,79.69999999999999
2205,Soja,95,96,71,95,14,82.30000000000001
2206,Soja,75,95,91,92,13,77.7
2207,Soja,94,80,80,81,11,78.79999999999998
2208,Soja,69,81,73,94,15,69.3
2209,Soja,99,86,87,63,14,81.9
2210,Soja,89,61,95,78,12,75.80000000000001
2211,Soja,75,74,73,96,15,70.5
2212,Soja,68,76,70,88,13,66.5
2213,Soja,97,85,78,64,12,79.00000000000001
2214,Soja,77,100,89,81,13,77.99999999999999
2215,Soja,64,87,94,78,11,70.69999999999999
2216,Soja,87,81,75,85,15,76.0
2217,Soja,78,67,74,86,11,69.1
2218,Soja,98,76,93,80,14,82.4
2219,Soja,87,67,93,85,13,76.60000000000001
2220,Soja,73,70,90,87,14,71.30000000000001
2221,Soja,87,81,72,87,12,75.30000000000001
2222,Soja,76,100,71,74,15,73.50000000000001
